id,city,state,zipcode,property_type,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,review_scores_rating,cancellation_policy
23467308,Asheville,NC,28803,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,99,strict_14_with_grace_period
23478630,Asheville,NC,28806,Apartment,1,2,3,Real Bed,$50.00 ,1,$0.00 ,97,flexible
23480306,Asheville,NC,28805,Guest suite,1,1,3,Real Bed,$25.00 ,4,$20.00 ,100,flexible
23481039,Asheville,NC,28801,Condominium,1,0,1,Real Bed,$70.00 ,1,$0.00 ,98,flexible
23496915,Asheville,NC,28806,House,2.5,4,4,Real Bed,$60.00 ,6,$25.00 ,98,strict_14_with_grace_period
23498234,Arden,NC,28704,House,1,1,1,Real Bed,$6.00 ,2,$25.00 ,98,moderate
23500108,Asheville,NC,28806,House,2,3,4,Real Bed,$60.00 ,4,$10.00 ,100,strict_14_with_grace_period
23501965,Asheville,NC,28806,Guest suite,1,1,2,Real Bed,$20.00 ,1,$0.00 ,,flexible
23516374,Asheville,NC,28801,House,1,0,3,Real Bed,$15.00 ,2,$10.00 ,99,moderate
23518897,Asheville,NC,28805,Cottage,2,2,2,Real Bed,$75.00 ,1,$0.00 ,100,moderate
23520689,Woodfin,NC,28804,House,2,2,2,Real Bed,$135.00 ,4,$50.00 ,94,strict_14_with_grace_period
23523473,Woodfin,NC,28804,House,1,0,1,Real Bed,$45.00 ,1,$0.00 ,99,flexible
23525377,Arden,NC,28704,House,1,2,3,Real Bed,$75.00 ,1,$0.00 ,100,moderate
23541284,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,,1,$0.00 ,100,moderate
23546508,Asheville,NC,28803,Bungalow,2,3,4,Real Bed,$200.00 ,1,$0.00 ,100,strict_14_with_grace_period
23558686,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$35.00 ,2,$8.00 ,99,moderate
23560631,Asheville,NC,28805,House,2.5,5,6,Real Bed,$300.00 ,1,$0.00 ,100,strict_14_with_grace_period
23562622,Asheville,NC,28803,House,2,2,4,Real Bed,,1,$0.00 ,100,moderate
23563574,Asheville,NC,28801,Hostel,2,1,1,Real Bed,$16.00 ,1,$0.00 ,98,moderate
23564110,Asheville,NC,28806,Apartment,1,1,1,Real Bed,$25.00 ,1,$0.00 ,97,strict_14_with_grace_period
23576862,Arden,NC,28704,Apartment,2,2,2,Real Bed,$20.00 ,4,$5.00 ,100,flexible
23578731,Asheville,NC,28803,House,1,2,2,Real Bed,$40.00 ,2,$25.00 ,96,moderate
23596337,Asheville,NC,28805,Apartment,1.5,1,2,Real Bed,$35.00 ,2,$18.00 ,100,moderate
23596421,Asheville,NC,28805,House,1,2,3,Real Bed,$75.00 ,2,$10.00 ,96,moderate
23619378,Asheville,NC,28805,House,3,4,5,Real Bed,$100.00 ,4,$10.00 ,93,moderate
23623536,Asheville,NC,28801,Guest suite,1,2,2,Real Bed,$65.00 ,4,$45.00 ,98,flexible
23628366,Asheville,NC,28805,House,1,1,1,Real Bed,$20.00 ,2,$15.00 ,99,moderate
23628859,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$95.00 ,2,$0.00 ,100,super_strict_60
23631557,Asheville,NC,28803,Apartment,1,1,1,Real Bed,$50.00 ,4,$50.00 ,100,moderate
23632735,Asheville,NC,28801,Guesthouse,1,1,1,Real Bed,$75.00 ,1,$0.00 ,93,moderate
23641367,Asheville,NC,28804,House,1,2,2,Real Bed,,1,$0.00 ,95,flexible
23642577,Asheville,NC,28801,Condominium,2,1,1,Real Bed,,1,$0.00 ,99,flexible
23644478,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$75.00 ,1,$0.00 ,100,strict_14_with_grace_period
23646431,Asheville,NC,28803,Bungalow,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,flexible
23650921,Asheville,NC,28804,House,2,2,2,Real Bed,,1,$0.00 ,98,flexible
23662197,Asheville,NC,28801,Townhouse,2,2,2,Real Bed,$275.00 ,4,$0.00 ,,super_strict_60
23675467,Leicester,NC,28748,Apartment,1,0,4,Real Bed,$49.00 ,4,$20.00 ,99,moderate
23696733,Asheville,NC,28803,House,6,5,6,Real Bed,$250.00 ,1,$0.00 ,,super_strict_60
23704230,Asheville,NC,28803,Townhouse,1.5,1,1,Real Bed,$15.00 ,1,$0.00 ,100,flexible
23709305,Asheville,NC,28806,Guesthouse,1,1,1,Real Bed,$20.00 ,1,$0.00 ,97,moderate
23715234,Asheville,NC,28804,Guest suite,1,0,1,Real Bed,$35.00 ,2,$10.00 ,100,moderate
23721441,Woodfin,NC,28804,Apartment,1,1,1,Real Bed,$5.00 ,1,$0.00 ,100,flexible
23730997,Asheville,NC,28801,House,1,1,1,Real Bed,$30.00 ,1,$0.00 ,98,moderate
23739741,Asheville,NC,28803,Apartment,1,2,2,Real Bed,$0.00 ,2,$10.00 ,100,moderate
23745497,Asheville,NC,28806,Guesthouse,1,1,1,Real Bed,$25.00 ,2,$10.00 ,99,flexible
23748278,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,,1,$0.00 ,100,moderate
23748554,Asheville,NC,28806,Bungalow,1,2,2,Real Bed,,1,$0.00 ,97,flexible
23748724,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,,1,$0.00 ,100,moderate
23748903,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,,1,$0.00 ,100,moderate
23748992,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,,1,$0.00 ,100,moderate
23749047,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,,1,$0.00 ,,moderate
23768813,Asheville,NC,28801,Bed and breakfast,7.5,5,7,Real Bed,,1,$0.00 ,100,moderate
23771028,Asheville,NC,28804,House,4,5,0,Real Bed,$270.00 ,1,$0.00 ,100,strict_14_with_grace_period
23788596,Asheville,NC,28801,Bed and breakfast,8.5,6,8,Real Bed,,1,$0.00 ,100,moderate
23789294,Arden,NC,28704,House,2,3,5,Real Bed,$125.00 ,1,$0.00 ,100,strict_14_with_grace_period
23799929,Asheville,NC,28801,Guesthouse,1,0,1,Real Bed,$65.00 ,1,$0.00 ,100,strict_14_with_grace_period
23804250,Asheville,NC,28805,Guest suite,1,1,1,Real Bed,$35.00 ,2,$35.00 ,98,moderate
23817909,Asheville,NC,28806,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,100,moderate
23818026,Asheville,NC,28801,House,2.5,2,3,Real Bed,$40.00 ,3,$12.00 ,95,flexible
23824223,Asheville,NC,28805,Apartment,1,1,1,Real Bed,$65.00 ,1,$0.00 ,97,moderate
23856790,Candler,NC,28715,House,1,1,2,Real Bed,$50.00 ,2,$15.00 ,94,moderate
23859316,Asheville,NC,28804,Apartment,2,2,5,Real Bed,$60.00 ,4,$10.00 ,99,moderate
23859984,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$20.00 ,2,$10.00 ,98,flexible
23870922,Asheville,NC,28806,Apartment,1,1,1,Real Bed,,1,$0.00 ,100,flexible
23874576,Asheville,NC,28806,Loft,1,1,2,Real Bed,$39.00 ,2,$39.00 ,99,moderate
23877206,Woodfin,NC,28804,Apartment,1,1,1,Real Bed,$28.00 ,1,$0.00 ,100,strict_14_with_grace_period
23881173,Fletcher,NC,28732,Guesthouse,1,1,2,Real Bed,$25.00 ,4,$10.00 ,99,moderate
23910106,Asheville,NC,28801,Apartment,1,1,1,Real Bed,$194.00 ,2,$0.00 ,67,super_strict_30
23913900,Asheville,NC,,Apartment,1,1,1,Real Bed,,1,$0.00 ,100,moderate
23918895,Asheville,NC,28803,House,1,2,2,Real Bed,$40.00 ,4,$25.00 ,98,strict_14_with_grace_period
23919596,Woodfin,NC,28804,Apartment,1,1,2,Real Bed,$0.00 ,2,$20.00 ,94,moderate
23934024,Asheville,NC,28806,House,2,3,3,Real Bed,$100.00 ,1,$0.00 ,97,strict_14_with_grace_period
23935850,Asheville,NC,28801,House,1,2,2,Real Bed,$50.00 ,2,$25.00 ,96,moderate
23978319,Asheville,NC,28804,Apartment,1,1,2,Real Bed,$20.00 ,2,$5.00 ,100,moderate
23986504,Asheville,NC,28806,House,2.5,3,3,Real Bed,$125.00 ,1,$0.00 ,98,moderate
23998930,Asheville,NC,28806,Condominium,1,1,1,Real Bed,,1,$0.00 ,100,moderate
24056179,Asheville,NC,28804,House,1,2,2,Real Bed,$75.00 ,1,$0.00 ,99,strict_14_with_grace_period
24080389,Asheville,NC,28806,Guest suite,1,1,2,Real Bed,$50.00 ,2,$0.00 ,98,flexible
24098735,Asheville,NC,28801,Apartment,1,1,0,Real Bed,$75.00 ,1,$25.00 ,98,strict_14_with_grace_period
24119598,Asheville,NC,28801,Apartment,1,2,1,Real Bed,$40.00 ,1,$0.00 ,97,moderate
24120346,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$0.00 ,1,$0.00 ,96,moderate
24172247,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$10.00 ,1,$0.00 ,98,flexible
24177903,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$30.00 ,1,$0.00 ,100,flexible
24202030,Asheville,NC,28804,Guest suite,1,1,2,Real Bed,$60.00 ,2,$15.00 ,100,moderate
24202205,Asheville,NC,28806,Bungalow,2,2,2,Real Bed,$50.00 ,2,$10.00 ,93,flexible
24208478,Asheville,NC,28806,Condominium,1,1,1,Real Bed,$20.00 ,1,$20.00 ,100,flexible
24222452,Woodfin,NC,28804,Bungalow,1,2,2,Real Bed,$75.00 ,4,$45.00 ,100,flexible
24244390,Asheville,NC,28806,Guest suite,1,0,1,Real Bed,$15.00 ,1,$0.00 ,98,flexible
24278792,Woodfin,NC,28804,Apartment,2,4,6,Real Bed,$120.00 ,1,$0.00 ,100,moderate
24280176,Fletcher,NC,28732,Guest suite,1,1,1,Real Bed,,1,$0.00 ,100,flexible
24280559,Asheville,NC,28803,Apartment,1,1,1,Real Bed,$50.00 ,1,$0.00 ,,strict_14_with_grace_period
24287936,Arden,NC,28704,Guest suite,1,1,1,Real Bed,,1,$0.00 ,100,moderate
24306486,Asheville,NC,28803,House,1,3,3,Real Bed,$75.00 ,5,$10.00 ,100,flexible
24312963,Woodfin,NC,28804,Apartment,1,1,1,Real Bed,$25.00 ,1,$0.00 ,96,strict_14_with_grace_period
24327916,Asheville,NC,28806,House,1,1,1,Real Bed,$10.00 ,1,$5.00 ,95,moderate
24329922,Asheville,NC,28806,Apartment,1,1,1,Real Bed,$50.00 ,1,$0.00 ,99,moderate
24333659,Asheville,NC,28806,Apartment,1,1,2,Real Bed,$64.00 ,2,$39.00 ,96,strict_14_with_grace_period
24347730,Asheville,NC,28801,Condominium,2,2,2,Real Bed,$75.00 ,1,$0.00 ,100,moderate
24372818,Woodfin,NC,28804,House,1,2,2,Real Bed,$65.00 ,1,$0.00 ,98,moderate
24373135,Asheville,NC,28806,House,2,3,4,Real Bed,$125.00 ,6,$25.00 ,100,flexible
24375145,Asheville,NC,28806,Guest suite,1,1,3,Real Bed,$30.00 ,4,$15.00 ,98,flexible
24387676,Asheville,NC,28803,Boutique hotel,1,1,2,Real Bed,,1,$0.00 ,88,flexible
24396068,Asheville,NC,28805,House,1,2,3,Real Bed,$65.00 ,4,$8.00 ,100,moderate
24421260,Asheville,NC,28806,Apartment,1,0,1,Real Bed,$25.00 ,1,$0.00 ,96,flexible
24424858,Asheville,NC,28804,House,1,1,1,Real Bed,,1,$0.00 ,100,flexible
24425345,Asheville,NC,28803,House,1,1,1,Real Bed,$100.00 ,1,$0.00 ,100,flexible
24428641,Asheville,NC,28805,Cottage,2.5,3,0,Real Bed,$100.00 ,8,$75.00 ,100,moderate
24443632,Asheville,NC,28801,House,1,1,1,Real Bed,,1,$0.00 ,90,flexible
24445744,Asheville,NC,28806,House,1,1,1,Real Bed,$25.00 ,2,$50.00 ,96,flexible
24476866,Asheville,NC,28806,Guest suite,1,1,3,Real Bed,$30.00 ,2,$20.00 ,100,moderate
24493492,Asheville,NC,28801,House,1,2,3,Real Bed,$20.00 ,1,$40.00 ,100,moderate
24512884,Asheville,NC,28801,Condominium,1,1,2,Real Bed,$189.00 ,2,$0.00 ,100,super_strict_30
24520534,Asheville,NC,28801,Hostel,2,1,1,Real Bed,$16.00 ,1,$0.00 ,96,moderate
24540122,Asheville,NC,28806,Guest suite,2,1,1,Real Bed,$35.00 ,2,$20.00 ,99,flexible
24543359,Asheville,NC,28801,House,2,2,3,Real Bed,$60.00 ,5,$10.00 ,94,moderate
24556468,Arden,NC,28704,Apartment,1,1,1,Real Bed,,1,$0.00 ,100,flexible
24557386,Asheville,NC,28806,Apartment,1,1,2,Real Bed,$65.00 ,2,$15.00 ,98,strict_14_with_grace_period
24594949,Asheville,NC,28801,Apartment,1,0,2,Real Bed,$30.00 ,1,$0.00 ,99,moderate
24605088,Asheville,NC,28803,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,99,strict_14_with_grace_period
24656374,Arden,NC,28704,Apartment,1,1,4,Real Bed,$20.00 ,1,$0.00 ,100,strict_14_with_grace_period
24675968,Asheville,NC,28803,House,2,3,3,Real Bed,$150.00 ,1,$0.00 ,,flexible
24678233,Asheville,NC,28803,Guest suite,1,1,1,Real Bed,$40.00 ,1,$0.00 ,100,flexible
24697002,Asheville,NC,28806,Campsite,1,0,1,Real Bed,$0.00 ,3,$5.00 ,96,flexible
24711554,Asheville,NC,28805,Guest suite,1,1,2,Real Bed,$28.00 ,1,$0.00 ,100,moderate
24752561,Asheville,NC,28801,Apartment,1,2,2,Real Bed,$60.00 ,1,$0.00 ,,flexible
24766296,Arden,NC,28704,House,2,3,3,Real Bed,$135.00 ,4,$20.00 ,93,strict_14_with_grace_period
24797144,Asheville,NC,28803,House,1,1,2,Real Bed,$28.00 ,2,$9.00 ,98,moderate
24817711,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,moderate
24818581,Candler,NC,28715,Condominium,2,2,0,Real Bed,$65.00 ,4,$15.00 ,100,moderate
24828874,Asheville,NC,28803,House,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,moderate
24834700,Asheville,NC,28805,House,3,4,5,Real Bed,$150.00 ,1,$0.00 ,98,strict_14_with_grace_period
24851273,Asheville,NC,28804,Bungalow,1,2,2,Real Bed,$20.00 ,1,$0.00 ,100,moderate
24852463,Asheville,NC,28806,House,1,1,1,Real Bed,$15.00 ,2,$15.00 ,98,flexible
24872184,Woodfin,NC,28804,Apartment,1,1,1,Real Bed,$30.00 ,1,$0.00 ,100,strict_14_with_grace_period
24873765,Asheville,NC,28805,House,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,flexible
24882481,Asheville,NC,28806,House,2,3,7,Real Bed,$150.00 ,4,$15.00 ,100,strict_14_with_grace_period
24885757,Asheville,NC,28806,House,1,1,1,Real Bed,,1,$0.00 ,96,flexible
24893602,Asheville,NC,28801,Loft,1.5,1,2,Real Bed,$75.00 ,1,$35.00 ,100,flexible
24894370,Asheville,NC,28801,House,1,1,1,Real Bed,$25.00 ,2,$0.00 ,100,flexible
24895844,Asheville,NC,28805,House,2,3,5,Real Bed,$100.00 ,6,$25.00 ,100,strict_14_with_grace_period
24907910,Asheville,NC,28804,Apartment,1,2,2,Real Bed,$79.00 ,4,$39.00 ,99,moderate
24916446,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$30.00 ,1,$20.00 ,96,strict_14_with_grace_period
24942698,Asheville,NC,28803,House,2.5,3,4,Real Bed,$90.00 ,1,$0.00 ,99,moderate
24943726,Asheville,NC,28805,Cabin,2,2,2,Real Bed,$198.00 ,4,$0.00 ,,strict_14_with_grace_period
24945996,Arden,NC,28704,Loft,1,1,1,Real Bed,$30.00 ,4,$25.00 ,100,moderate
24980055,Asheville,NC,28803,House,1,1,1,Real Bed,$0.00 ,1,$5.00 ,99,flexible
24984793,Asheville,NC,28804,House,1,1,1,Real Bed,$10.00 ,1,$0.00 ,97,moderate
25013010,Asheville,NC,28801,Bungalow,1,1,1,Real Bed,$39.00 ,2,$50.00 ,96,strict_14_with_grace_period
25032668,Asheville,NC,28803,Bed and breakfast,3.5,4,4,Real Bed,$99.00 ,6,$30.00 ,,strict_14_with_grace_period
25045172,Asheville,NC,28806,Guest suite,1,1,0,Real Bed,$85.00 ,2,$45.00 ,100,strict_14_with_grace_period
25068792,Asheville,NC,28804,House,2,4,6,Real Bed,$95.00 ,1,$0.00 ,98,moderate
25079309,Asheville,NC,28805,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,100,flexible
25111932,Asheville,NC,28805,Camper/RV,1,1,2,Real Bed,$15.00 ,2,$0.00 ,97,moderate
25124933,Asheville,NC,28805,House,1,1,2,Real Bed,$0.00 ,1,$10.00 ,88,flexible
25128396,Asheville,NC,28805,House,1,1,3,Real Bed,$0.00 ,3,$10.00 ,80,flexible
25132222,Asheville,NC,28805,House,3.5,3,4,Real Bed,$125.00 ,1,$0.00 ,97,moderate
25135375,Asheville,NC,28805,House,1,1,1,Real Bed,$50.00 ,1,$0.00 ,100,moderate
25135803,Asheville,NC,28801,Apartment,1,1,0,Real Bed,$75.00 ,1,$0.00 ,100,strict_14_with_grace_period
25138871,Asheville,NC,28806,Campsite,1,0,1,Real Bed,$0.00 ,3,$5.00 ,93,flexible
25181137,Asheville,NC,28806,House,3,4,4,Real Bed,$125.00 ,1,$0.00 ,95,moderate
25212461,Asheville,NC,28803,House,1,1,1,Real Bed,$45.00 ,1,$0.00 ,99,flexible
25236572,Asheville,NC,28801,Bungalow,1.5,1,1,Real Bed,$50.00 ,1,$0.00 ,93,strict_14_with_grace_period
25251626,Asheville,NC,28804,Apartment,1,2,4,Real Bed,$50.00 ,4,$15.00 ,98,moderate
25281090,Asheville,NC,28801,Loft,1,1,1,Real Bed,,1,$0.00 ,,flexible
25286041,Asheville,NC,28803,House,1,1,2,Real Bed,$10.00 ,1,$0.00 ,100,flexible
25286845,Asheville,NC,28804,House,2.5,3,3,Real Bed,$150.00 ,1,$0.00 ,98,strict_14_with_grace_period
25288773,Asheville,NC,28804,House,2,3,3,Real Bed,$275.00 ,6,$0.00 ,100,super_strict_60
25309332,Woodfin,NC,28804,House,2,2,1,Real Bed,$224.00 ,6,$0.00 ,93,super_strict_30
25318023,Asheville,NC,28806,Apartment,1,1,1,Real Bed,,1,$0.00 ,98,moderate
25322676,Asheville,NC,28806,House,1,1,1,Real Bed,$25.00 ,1,$0.00 ,98,flexible
25337854,Asheville,NC,28805,House,2,3,3,Real Bed,$229.00 ,6,$0.00 ,100,super_strict_30
25345769,Asheville,NC,28803,Guest suite,1,1,1,Real Bed,,1,$0.00 ,,flexible
25346618,Asheville,NC,28806,House,2.5,3,4,Real Bed,,1,$0.00 ,96,strict_14_with_grace_period
25347831,Asheville,NC,28806,Campsite,1,0,1,Real Bed,$0.00 ,3,$5.00 ,98,flexible
25366645,Candler,NC,28715,House,2,4,6,Real Bed,$100.00 ,4,$10.00 ,94,flexible
25372471,Asheville,NC,28803,Apartment,1,1,1,Real Bed,$55.00 ,1,$0.00 ,93,strict_14_with_grace_period
25378033,Asheville,NC,28806,Tent,1,1,2,Real Bed,$75.00 ,2,$30.00 ,95,strict_14_with_grace_period
25398902,Asheville,NC,28804,Guest suite,1,0,2,Real Bed,$45.00 ,1,$0.00 ,99,moderate
25406163,Asheville,NC,28806,Guest suite,1,1,2,Real Bed,$40.00 ,2,$25.00 ,95,strict_14_with_grace_period
25417416,Asheville,NC,28806,Apartment,2,3,3,Real Bed,$100.00 ,1,$0.00 ,98,moderate
25418819,Asheville,NC,28803,Tiny house,1,0,2,Real Bed,$20.00 ,2,$5.00 ,100,strict_14_with_grace_period
25422541,Asheville,NC,28806,Guest suite,1,1,1,Real Bed,$15.00 ,1,$10.00 ,96,flexible
25456908,Asheville,NC,28806,House,1.5,1,1,Real Bed,$15.00 ,1,$0.00 ,100,flexible
25459484,Asheville,NC,28804,Guest suite,1,2,3,Real Bed,$59.00 ,3,$9.00 ,97,moderate
25471043,Asheville,NC,28801,Guest suite,1,1,2,Real Bed,$75.00 ,2,$20.00 ,100,strict_14_with_grace_period
25474000,Asheville,NC,28805,House,1,1,2,Real Bed,$50.00 ,1,$0.00 ,100,moderate
25479162,Asheville,NC,28803,Guest suite,1,0,2,Real Bed,$20.00 ,2,$15.00 ,99,moderate
25518066,Arden,NC,28704,House,1,3,3,Real Bed,$75.00 ,6,$10.00 ,98,flexible
25519106,Asheville,NC,28806,House,1,1,1,Real Bed,$40.00 ,1,$0.00 ,90,moderate
25519478,Asheville,NC,28801,Apartment,1,1,0,Real Bed,$75.00 ,1,$0.00 ,100,strict_14_with_grace_period
25519626,Asheville,NC,28801,Apartment,1,1,0,Real Bed,$75.00 ,1,$0.00 ,100,strict_14_with_grace_period
25574558,Asheville,NC,28803,House,1,1,1,Real Bed,,1,$0.00 ,99,moderate
25577370,Asheville,NC,28806,House,2,2,2,Real Bed,$100.00 ,4,$25.00 ,100,strict_14_with_grace_period
25678742,Asheville,NC,28806,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,99,flexible
25679471,Asheville,NC,28805,Guest suite,1,1,1,Real Bed,$25.00 ,1,$0.00 ,100,flexible
25710481,Fletcher,NC,28732,Bed and breakfast,3.5,1,2,Real Bed,,1,$0.00 ,,flexible
25718935,Asheville,NC,28806,House,2,3,3,Real Bed,$100.00 ,1,$0.00 ,99,flexible
25722075,Asheville,NC,28804,House,3.5,4,4,Real Bed,$150.00 ,1,$0.00 ,100,strict_14_with_grace_period
25762439,Asheville,NC,28805,House,1,2,2,Real Bed,,1,$0.00 ,100,flexible
25882810,Asheville,NC,28806,Apartment,1,1,1,Real Bed,$30.00 ,1,$0.00 ,97,moderate
25883256,Candler,NC,28715,House,1,1,1,Real Bed,$20.00 ,1,$0.00 ,99,flexible
25892881,Asheville,NC,28803,Apartment,1,1,3,Real Bed,$40.00 ,1,$0.00 ,96,moderate
25919767,Asheville,NC,28801,House,1,1,2,Real Bed,,1,$0.00 ,100,flexible
25936206,Asheville,NC,28806,House,1,2,2,Real Bed,$40.00 ,2,$10.00 ,100,strict_14_with_grace_period
25948248,Asheville,NC,28806,Bungalow,1,1,1,Real Bed,$10.00 ,1,$5.00 ,93,moderate
25975204,Asheville,NC,28804,House,2,3,3,Real Bed,$50.00 ,1,$0.00 ,,moderate
25979505,Asheville,NC,28801,Apartment,2,2,2,Real Bed,$50.00 ,2,$10.00 ,100,flexible
25996444,Asheville,NC,28806,House,2,2,2,Real Bed,$80.00 ,1,$0.00 ,97,strict_14_with_grace_period
26012053,Asheville,NC,28806,Bungalow,1,1,2,Real Bed,$35.00 ,1,$10.00 ,97,strict_14_with_grace_period
26028858,Asheville,NC,28801,Townhouse,1,2,2,Real Bed,$20.00 ,2,$25.00 ,99,flexible
26038824,Asheville,NC,28806,House,1,1,2,Real Bed,$60.00 ,3,$10.00 ,99,moderate
26053639,Asheville,NC,28804,House,3.5,4,6,Real Bed,$250.00 ,1,$0.00 ,100,strict_14_with_grace_period
26058122,Asheville,NC,28801,Apartment,1,2,2,Real Bed,$0.00 ,1,$0.00 ,98,moderate
26083193,Asheville,NC,28804,House,3,3,3,Real Bed,$60.00 ,1,$0.00 ,98,moderate
26084631,Asheville,NC,28805,Apartment,1,1,3,Real Bed,$38.00 ,3,$5.00 ,97,moderate
26093158,Asheville,NC,28803,House,2,2,4,Real Bed,$110.00 ,1,$0.00 ,97,strict_14_with_grace_period
26098132,Asheville,NC,28806,Apartment,1,0,1,Real Bed,$35.00 ,1,$0.00 ,90,flexible
26103338,Asheville,NC,28801,House,1,1,1,Real Bed,$39.00 ,2,$50.00 ,95,strict_14_with_grace_period
26128699,Asheville,NC,28801,Apartment,1,1,1,Real Bed,,1,$0.00 ,99,moderate
26129371,Asheville,NC,28804,Guest suite,1,1,1,Real Bed,$35.00 ,1,$0.00 ,100,moderate
26130128,Asheville,NC,28801,Apartment,1,1,1,Real Bed,,1,$0.00 ,99,moderate
26150255,Asheville,NC,28804,Guest suite,1,1,2,Real Bed,$25.00 ,2,$10.00 ,98,moderate
26160335,Asheville,NC,28801,Bed and breakfast,1,1,1,Real Bed,$30.00 ,2,$0.00 ,100,strict_14_with_grace_period
26163788,Asheville,NC,28801,Hostel,2,1,1,Real Bed,$16.00 ,1,$0.00 ,97,moderate
26190390,Asheville,NC,28804,Guesthouse,1,1,2,Real Bed,,1,$0.00 ,100,moderate
26212041,Asheville,NC,28803,Guest suite,1,0,4,Real Bed,$30.00 ,1,$0.00 ,100,moderate
26253207,Fletcher,NC,28732,House,1,1,1,Real Bed,$0.00 ,1,$0.00 ,100,flexible
26255924,Asheville,NC,28805,Guest suite,1,1,1,Real Bed,$30.00 ,2,$30.00 ,99,moderate
26260868,Fletcher,NC,28732,House,1,1,1,Real Bed,$15.00 ,2,$20.00 ,99,flexible
26276337,Asheville,NC,28806,House,1,1,2,Real Bed,$50.00 ,2,$10.00 ,100,moderate
26280818,Asheville,NC,28806,House,3.5,5,5,Real Bed,$150.00 ,6,$30.00 ,100,moderate
26281901,Asheville,NC,28804,Cabin,1,3,5,Real Bed,$125.00 ,1,$0.00 ,93,moderate
26284618,Asheville,NC,28804,Cabin,1,1,1,Real Bed,$55.00 ,2,$15.00 ,95,moderate
26298501,Asheville,NC,28806,Campsite,1,0,1,Real Bed,$0.00 ,3,$5.00 ,94,flexible
26305653,Asheville,NC,28806,House,1,1,0,Real Bed,$35.00 ,2,$0.00 ,100,moderate
26328330,Asheville,NC,28806,Other,2,3,8,Real Bed,,1,$0.00 ,94,strict_14_with_grace_period
26329675,Arden/Asheville ,NC,28704,House,3.5,3,4,Real Bed,,1,$0.00 ,,flexible
26335600,Asheville,NC,,House,1,1,1,Real Bed,$10.00 ,1,$0.00 ,98,flexible
26339145,Asheville,NC,28804,Cabin,2,4,7,Real Bed,$135.00 ,1,$0.00 ,100,moderate
26352170,Asheville,NC,28805,House,2,2,3,Real Bed,$204.00 ,6,$0.00 ,97,super_strict_30
26352897,Asheville,NC,28805,Apartment,1,0,1,Real Bed,$20.00 ,1,$0.00 ,99,moderate
26356137,Asheville,NC,28801,House,1,1,1,Real Bed,$35.00 ,1,$0.00 ,100,moderate
26357716,Asheville,NC,28805,Apartment,1,1,1,Real Bed,$20.00 ,1,$0.00 ,99,moderate
26368923,Asheville,NC,28806,Apartment,1,1,3,Real Bed,$20.00 ,1,$0.00 ,87,flexible
26391300,Asheville,NC,28806,House,1,0,1,Real Bed,$30.00 ,1,$0.00 ,99,flexible
26397880,Asheville,NC,28801,House,1,1,1,Real Bed,$30.00 ,1,$0.00 ,100,flexible
26398312,Asheville,NC,28806,Guest suite,1,2,4,Real Bed,$20.00 ,4,$15.00 ,96,moderate
26400748,Asheville,NC,28806,House,1,2,2,Real Bed,$35.00 ,2,$100.00 ,,strict_14_with_grace_period
26410860,Asheville,NC,28806,Guesthouse,1,1,1,Real Bed,$35.00 ,2,$10.00 ,100,flexible
26441668,Asheville,NC,28806,House,2.5,2,3,Real Bed,$209.00 ,6,$0.00 ,98,super_strict_30
26454939,Candler,NC,28715,House,1,1,1,Real Bed,$35.00 ,2,$49.00 ,97,strict_14_with_grace_period
26501905,Candler,NC,28715,Apartment,1,1,1,Real Bed,$35.00 ,2,$20.00 ,99,moderate
26528680,Asheville,NC,28806,Loft,1,0,2,Real Bed,$0.00 ,1,$0.00 ,98,moderate
26595874,Asheville,NC,28803,House,2,4,5,Real Bed,$125.00 ,8,$25.00 ,97,moderate
26634224,Asheville,NC,28806,Campsite,1,0,1,Real Bed,$0.00 ,3,$5.00 ,88,flexible
26639631,Asheville,NC,28803,Guesthouse,1,1,2,Real Bed,$45.00 ,2,$10.00 ,99,moderate
